smiles,FishAT,DMAT,AlgAT,FishCT,DMCT,AlgCT,group
CCOC(OCC)[SiH2]CCCCl.CCOC(OCC)[SiH2]CCCCl.CCOC([SiH3])(CCCCl)OCC,,0,,,,,valid
CCOCC1CCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)CC1,,1,,,,,train
Cc1cnc(N)s1,,1,,,,,train
CC(C)OCCOC(=O)c1ccccc1O,,1,,,,,train
CCCOC(=O)CC,,1,,,,,train
C=CCCCCCCCCC=O.CC=CCCCCCCCC=O.CC=CCCCCCCCC=O,,1,,,,,test
CCCCCCOC(=O)c1ccccc1O,,1,,,,,train
CCN(CC)C(N(CC)CC)=[N+](CC)CC,,1,,,,,train
C=C(C)C(=O)OC(CC)CO.C=C(C)C(=O)OCC(O)CC,,1,,,,,train
CCCCCCCCC=CCCCCCCCC(=O)O.NCCNCCN,,1,,,,,train
O=[N+]([O-])c1ccc(N=Nc2ccc(CCNCC[n+]3ccccc3)cc2)c(Cl)c1,,1,,,,,valid
CN(C(=O)N(C)c1ccccc1)c1ccccc1,,1,,,,,train
ClCc1ccc(Cl)nc1,,1,,,,,train
CCCCCCCC(=O)O.CCCCCCCCN,,1,,,,,train
CC(C)(C)OC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,,1,,,,,train
C[N+](C)(C)c1ccc2ccc(O)c(N=Nc3ccc(N)c([N+](=O)[O-])c3)c2c1,,1,,,,,test
COC1=Cc2ccccc2Nc2ccccc21,,1,,,,,train
CCCCNCCO,,0,,,,,train
O=C(O)c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,,1,,,,,train
COc1cc(Br)c(C=O)cc1O,,1,,,,,train
C=CC(=C)CCCC(C)(C)OC(C)=O,,1,,,,,valid
CC(C)OC(=O)C(C)OC(=O)C(C)(C)C,,0,,,,,train
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccccc1C(F)(F)F,,1,,,,,train
CC1(O)CCC2C(=CCCC2(C)C)C1,,1,,,,,train
CCCCOC(=O)CSCSCC(=O)OCCCC,,1,,,,,train
C=C(C)C(=O)OCCOCCOc1ccc(C(=O)c2ccccc2)cc1,,1,,,,,test
CCCCCCOCCCCCC,,1,,,,,train
C=CC(=O)O[Si](C(C)C)(C(C)C)C(C)C,,1,,,,,train
COc1ccc(CCN)cc1OC,,0,,,,,train
CCCCCCCCCCCCCC(=O)N(C)CC(=O)O,,1,,,,,train
ClC1CCCC1,,1,,,,,valid
CCC(C)(C)C1CCC(=O)CC1,,1,,,,,train
CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,,1,,,,,train
C1=Cc2ccccc2C1,,1,,,,,train
CCC(C)C1CCCc2cccnc21,,1,,,,,train
C=CCN,,1,,,,,test
OOC1(OOC2(O)CCCCC2)CCCCC1,,1,,,,,train
CCCC(C)S(=O)(=O)O.CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)O.CCCCCS(=O)(=O)O,,0,,,,,train
NCCc1ccccc1,,1,,,,,train
CCCC1CCC(=O)CC1,,1,,,,,train
CCOC(=O)C1(C)CCCC2(C)C3CCC(C(C)C)=CC3=CCC12,,1,,,,,valid
N#CNC(=N)N,,0,,,,,train
CCCCOC(=O)OOC(=O)OCCCC,,1,,,,,train
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,,0,,,,,train
ON=Cc1ccccn1,,1,,,,,train
CN(C)CCCNCCCN(C)C,,1,,,,,test
CCCCCC1C(=O)CCC1C(=O)OC,,1,,,,,train
Clc1cc(Cl)c(Cl)nc1Cl,,1,,,,,train
C=C(CC(C)C=O)C1CC=C(C)C1(C)C,,1,,,,,train
C=CC[N+](CCC)(CCC)CCC.N#C[N-]C#N,,0,,,,,train
CCOC(=O)C(C)(O)c1ccc(Oc2ccccc2)cc1,,1,,,,,valid
CN1C=CN(C)C1N=Nc1ccc(N)cc1,,1,,,,,train
CCOC(=O)C1C(C)CCCC1(C)C,,1,,,,,train
CCCC(O)CCC1C(C)CCCC1(C)C,,1,,,,,train
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,,0,,,,,train
CCCCCCCCC(CO)CCCCCC.CCCCCCCCC(CO)CCCCCCCC.CCCCCCCCCCC(CO)CCCCCC.CCCCCCCCCCC(CO)CCCCCCCC,,1,,,,,test
CC(C)(C=NC1CCC(CC2CCC(N=CC(C)(C)CN3CCOCC3)CC2)CC1)CN1CCOCC1,,1,,,,,train
CCCCOC(=O)C=CC(=O)OCCCC,,1,,,,,train
CC(C)(C)OOC(=O)C=CC(=O)O,,0,,,,,train
C=CC(=O)OCC(O)COc1ccccc1,,1,,,,,train
C=C(C)C(=O)Oc1ccccc1Cl,,0,,,,,valid
OCC(F)(F)F,,1,,,,,train
CCCCCCCCCCCCCCCCCC(=O)O.NCCNCCNCCNCCN,,1,,,,,train
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,train
CCCCNCCCC,,1,,,,,train
O=CC(F)=CN1CCOCC1,,1,,,,,test
CCCCCC(C)(CC)C(=O)OOC(C)(C)CC(C)O,,1,,,,,train
Cc1ccccc1OCC(O)CNC(C)CN.Cc1ccccc1OCC(O)CNCC(C)N.Cc1ccccc1OCC(O)CNCC(C)NCC(O)COc1ccccc1C,,1,,,,,train
CC(C)CC(C)(O)C#CC(C)(O)CC(C)C.OCCO,,1,,,,,train
C1CCN([P+](N2CCCCC2)(N2CCCCC2)N2CCCCC2)CC1,,1,,,,,train
N#CCCCCC#N,,0,,,,,valid
CC1=CCC(CCC(C)CO)C1(C)C,,1,,,,,train
CC1(CO)CN(c2ccccc2)NC1=O,,1,,,,,train
CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O,,1,,,,,train
CCN(CC)CCCNC(=O)c1cnc2c3c(cccc13)-c1ccccc1C2=O,,0,,,,,train
O=P(OCCCl)(OCCCl)OCC(CCl)(CCl)COP(=O)(OCCCl)OCCCl,,1,,,,,test
CC(C)C1CCC(C)(C(=O)O)CC1O,,1,,,,,train
CI,,1,,,,,train
C=C(C)C(=O)OCC[N+](C)(C)CC.CCOS(=O)(=O)O,,1,,,,,train
CCC(CO)(CO)CO.CCC(CO)CO.CCC1(CO)COCOC1,,0,,,,,train
CC(=O)OCC=C(C)C,,1,,,,,valid
Oc1cccc(O)c1,,1,,,,,train
Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N)c5ccc(S(=O)(=O)O)cc45)cc3)cc2)c2cc(S(=O)(=O)O)ccc12,,1,,,,,train
O=C=Nc1ccc(N=C=O)cc1,,1,,,,,train
CCCCCCCC=CC(C)C(CC(=O)OCCC(C)C)C(=O)O.CCCCCCCCC=CC(C)C(CC(O)OCCC(C)C)C(=O)O,,1,,,,,train
CC(C)=CC1CC(C)CCO1,,1,,,,,test
CCCCCCCCCCCC1=NCCN1CCO.CCCCCCCCCCCCCC1=NCCN1CCO.CCCCCCCCCCCCCCCC1=NCCN1CCO.CCCCCCCCCCCCCCCCCC1=NCCN1CCO,,1,,,,,train
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)cc1,,1,,,,,train
CC(C)(C#N)CC1=CCC2CC1C2(C)C,,1,,,,,train
CNC(=N[N+](=O)[O-])NCc1cnc(Cl)s1,,1,,,,,train
CCC=CCCCCC=O,,1,,,,,valid
CC(C)=CCCC(C)CCOCC=O,,1,,,,,train
CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,,1,,,,,train
CC1=NN(c2ccccc2)C(=O)C1N=Nc1cccc([N+](C)(C)C)c1,,1,,,,,train
COc1ccc(CO)cc1,,0,,,,,train
ClCCOCCOCOCCCl.ClCCOCOCCCl.ClCCOCOCCOCCOCOCCCl,,1,,,,,test
CC(C)N(c1nn(C)c(=NN=C2C=CC(=[N+](C)C)C=C2)s1)C(C)C.COS(=O)(=O)O,,1,,,,,train
Oc1c(-c2ccccc2)cccc1-c1ccccc1,,1,,,,,train
CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,,1,,,,,train
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,,1,,,,,train
CC1CC(=O)CC(C)(C)C1,,0,,,,,valid
C=CC(=O)OCCOC,,1,,,,,train
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,,0,,,,,train
CC(=O)Oc1ccccc1[N+](=O)[O-],,1,,,,,train
CCCCCCCC(C)O,,0,,,,,train
CCC=CCC1CCCC(=O)O1,,1,,,,,test
O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,,1,,,,,train
C=CC(=O)OC1CCC(C(C)(C)C)CC1,,1,,,,,train
C=CC(=O)OC1CCC2C1=C1CCC2C1,,1,,,,,train
CCCOC(C)=O,,1,,,,,train
Cc1cc[nH]n1,,0,,,,,valid
CCN(CC)CCOc1ccc2c(=O)c3cc(F)c(OCCN(CC)CC)cc3[nH]c2c1,,1,,,,,train
CCCCOC(=O)C(C)OC(=O)CCC,,1,,,,,train
CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(N(CC)CC)cc2)cc1,,1,,,,,train
CN(C)C(=O)c1cc2cnc(Cl)nc2n1C1CCCC1,,1,,,,,train
Cc1ccc(C(=O)OOC(=O)c2ccc(C)cc2)cc1,,1,,,,,test
Nc1ccc(N)c(CCO)c1,,1,,,,,train
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(=O)O)=C(C)N2,,1,,,,,train
CC1(C(=O)O)CCCCC1,,0,,,,,train
O=C1c2ccccc2C(=O)c2c(Nc3c(Oc4ccc(Cl)cc4)cccc3S(=O)(=O)O)ccc(Nc3c(Oc4ccc(Cl)cc4)cccc3S(=O)(=O)O)c21,,1,,,,,train
CCO[Si](CCCN=C(C)CC(C)C)(OCC)OCC,,0,,,,,valid
C=CC(=O)OCCOc1ccc(C(=O)c2ccccc2)cc1,,1,,,,,train
CC(C)CC1CC(C)CCO1,,1,,,,,train
CCCCC(CC)CCl,,1,,,,,train
CC1=C(C=O)C(C)(C)CC=C1,,1,,,,,train
Nc1ccc(C(F)(F)F)cc1,,1,,,,,test
CC(C)(CS(=O)(=O)O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0,,,,,train
CN(C)CCOCCN(C)CCCN,,1,,,,,train
Cc1ccc(Cl)cc1C,,1,,,,,train
CC(=O)C=CC1=C(C)CCCC1(C)C,,1,,,,,train
Brc1ccc(OCC2CO2)c(Br)c1,,1,,,,,valid
CC1=CCC2CC1C2(C)C,,1,,,,,train
CCCCCCCCC=CCCCCCCCC1=NCCN1CCO,,1,,,,,train
CNP(=O)(N1CC1C)N1CC1C,,0,,,,,train
O=S(=O)(O)c1cc(S(=O)(=O)O)c2ccc3c(S(=O)(=O)O)cc(S(=O)(=O)O)c4ccc1c2c43,,1,,,,,train
O=C1OC(C(O)CO)C(=O)[C-]1O,,1,,,,,test
Cc1ccccc1Oc1ccccc1C,,1,,,,,train
CC1CC(C(C)(C)C(C)C)CCC1=O,,1,,,,,train
CC(C)COc1ccc2ccccc2c1,,1,,,,,train
CC(C)=CCCC(C)=CCCC(C)CC=O,,1,,,,,train
CC(O)CN.CCCCCCCCCCCC(=O)N(C)CC(=O)O.CCCCCCCCCCCC(=O)N(C)CC(=O)O,,1,,,,,valid
Cc1ccc(C(C)C)cc1O,,1,,,,,train
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,1,,,,,train
CCCCCCCCCC=CC=O,,1,,,,,train
CC1(C)NCCS1,,1,,,,,train
C=C(C)CC(C)(C)C.c1ccc(Nc2ccccc2)cc1,,1,,,,,test
CN(C)CCCNC(=O)NCCCN(C)C,,1,,,,,train
CCCCCCCCCCCC(=O)NC(CCCNC(=N)N)C(=O)OCC,,1,,,,,train
Fc1c(Cl)ncnc1Oc1ccccc1Cl,,1,,,,,train
CC(=CC(C)CC(C)CC(C)C)C(CC(=O)O)C(=O)O.CC(=CC(C)CC(C)CC(C)C)C(CC(=O)OC(C)CO)C(=O)OCC(C)O.CC(=CC(C)CC(C)CC(C)C)C(CC(=O)OCC(C)O)C(=O)O.CC(=CC(C)CC(C)CC(C)C)C(CC(=O)OCC(C)OC(=O)CC(C(=O)O)C(C)=CC(C)CC(C)CC(C)C)C(=O)O,,1,,,,,train
Nc1cc([N+](=O)[O-])cc(Cl)c1O,,1,,,,,valid
FC(F)(F)C=CC(F)(F)F,,1,,,,,train
COC(=O)Oc1ccc(C)cc1OC,,1,,,,,train
Cl[SiH](Cl)CC1CCCCC1,,1,,,,,train
CN(CCC#N)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1,,1,,,,,train
C[N+](C)(C)CCCNC(=O)C=Cc1ccccc1,,1,,,,,test
C1CCCCC1.CC1CCCC1.CC1CCCCC1.CCC(C)CC.CCCC(C)C.CCCCCC,,1,,,,,train
CCCCCCCCCc1c(S(=O)(=O)O)c(S(=O)(=O)O)c2ccccc2c1CCCCCCCCC,,1,,,,,train
Cc1cccc2sc(N)nc12,,1,,,,,train
CCCCCC1CCC(C2CCC(=O)CC2)CC1,,1,,,,,train
O=C(O)C=Cc1ccccc1,,1,,,,,valid
CC(COC(=O)C(C)(C)C)OCC(C)OCC(C)OC(=O)C(C)(C)C,,1,,,,,train
Cc1ccc(S(=O)(=O)O)cc1.Fc1ccc(C2=CCN(Cc3ccccc3)CC2)cc1,,1,,,,,train
CCCCCC=O,,1,,,,,train
Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(O)c23)c1,,1,,,,,train
CC(=O)C1CCOC1=O,,0,,,,,test
O=c1nc(-c2ccccc2)nc(-c2ccccc2)[nH]1,,1,,,,,train
O=C(O)CCCC(=O)OOC(=O)CCCC(=O)O,,1,,,,,train
c1ccc(Cc2nc(Cc3ccccc3)nc(Cc3ccccc3)n2)cc1,,0,,,,,train
ClCC(Cl)C(Cl)(Cl)Cl,,1,,,,,train
OC1CCNCC1,,0,,,,,valid
CC1=CCC(C(C)(C)O)CC1,,0,,,,,train
CCN(CC)c1ccc(C=CC2=[N+](C)c3ccccc3C2(C)C)cc1,,1,,,,,train
Nc1nc(-c2ccc3ccccc3c2)cs1,,1,,,,,train
CCCCCCCCCCCC(O)=NCCOC(=O)C(CC(=O)O)S(=O)(=O)O.CCCCCCCCCCCC(O)=NCCOC(=O)CC(C(=O)O)S(=O)(=O)O,,1,,,,,train
C=CCOc1nc(OCC=C)nc(OCC=C)n1,,1,,,,,test
CC1C=CCC2C(=O)OC(=O)C12,,0,,,,,train
CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C,,1,,,,,train
CC1CC(=CCCC=O)CC1(C)C,,1,,,,,train
C=CCOC(=O)CCC1CCCCC1,,1,,,,,train
COc1cccc2c1CCC(=O)C2,,1,,,,,valid
CCCCCC(C)(C)OC,,1,,,,,train
C=CC(=O)OCC1(COC(=O)C=C)CCC2C3CCC(C3)C21,,1,,,,,train
CCOC(=O)CC1C=CCC1,,1,,,,,train
CCCCC1CCCC(=O)O1,,1,,,,,train
CCC(C)(C)OOC1(OC)CCCCC1,,1,,,,,test
CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12.CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,,1,,,,,train
COCC(CCC(C)C)(COC)C(C)C,,1,,,,,train
CON=C(C(=O)OC)c1ccccc1CCl,,1,,,,,train
NNC(=O)CCCCCCCCC(=O)NN,,1,,,,,train
CCOC(=O)c1ccc(N(C)C)cc1,,1,,,,,valid
CC(S)CC(=O)OCC(COC(=O)CC(C)S)(COC(=O)CC(C)S)COC(=O)CC(C)S,,1,,,,,train
C=C(OC(C)=O)c1ccccc1,,1,,,,,train
O=CC1=C(Cl)C(=CO)CCC1,,1,,,,,train
COC(=O)C1(C)CCCC2(C)C3CCC(O)(C(C)C)C(O)C3=CCC12,,1,,,,,train
CP(=O)(O)O,,0,,,,,test
CCc1ccc(C)nc1,,1,,,,,train
CN(C)CCOCCOC(=O)NCC1(C)CC(NC(=O)OCCOCCN(C)C)CC(C)(C)C1,,1,,,,,train
CCOC(=O)NC(=O)C1CC(C)CCC1C(C)C,,1,,,,,train
O=c1cccccc1O,,1,,,,,train
CC(=O)C(N=Nc1ccc(C(=O)O)cc1)C(=O)Nc1ccccc1,,1,,,,,valid
NCCCNCCCNCCC1CCCCCCCCCCCCCC1,,1,,,,,train
CCC(C)COC(=O)c1ccccc1O.CCCCCOC(=O)c1ccccc1O,,1,,,,,train
CCc1nccn1CCC#N,,1,,,,,train
O=[N+]([O-])c1cc(Cl)ccc1Cl,,1,,,,,train
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1.O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1.O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1.c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,1,,,,,test
C=CC(=O)OCCN=C=O,,1,,,,,train
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,,1,,,,,train
CCCc1ccc(Br)cc1,,1,,,,,train
SC1CCCCC1,,1,,,,,train
N=C1N=C(N)c2ccccc21,,1,,,,,valid
CCCCCCBr,,1,,,,,train
CCCCCCCCCCCCCCCCCCC1CC(=O)N(CCNCCNCCNCCN2C(=O)CC(CCCCCCCCCCCCCCCCCC)C2=O)C1=O,,1,,,,,train
O=C1c2ccccc2C(=O)N1SC1CCCCC1,,1,,,,,train
C=C(C)C(=O)OCCC[Si](C)(OC)OC,,1,,,,,train
CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,,1,,,,,test
C=CC1CC2C=CC1C2,,1,,,,,train
CCCC(=O)OCCC(C)C,,1,,,,,train
CCCCCCCCCCCCOC(=O)C=Cc1ccc(O)c(O)c1,,1,,,,,train
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,,1,,,,,train
Nc1cnn(CCO)c1N,,1,,,,,valid
OCCNCCO,,1,,,,,train
BrCCCCCCBr,,1,,,,,train
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,,1,,,,,train
CC1CCC(C(C)C)C(O)C1,,1,,,,,train
CCC[N+](C)(C)CCCNc1ccc(NC)c2c1C(=O)c1ccccc1C2=O,,1,,,,,test
C=C(Cl)C(=C)Cl,,1,,,,,train
CC(C)CC1CCC(CCC=O)CC1,,1,,,,,train
CO[Si](C)(CCCS[Si](C)(C)C(C)(C)C)OC,,1,,,,,train
COc1cc(C=Cc2ccc(OC)c(OP(=O)(O)O)c2OP(=O)(O)O)cc2c1OCO2,,1,,,,,train
C=CC(C)(O)C=CC=C(C)CCC=C(C)C,,1,,,,,valid
CCCn1cc(-n2c(Cl)c(Sc3cccc(C(=O)O)c3F)c3ccc(Cl)c(F)c32)cn1,,1,,,,,train
COS(=O)(=O)O.Cc1ccc(Nc2ccc(NCCC[N+](C)(C)C)c3c2C(=O)c2ccccc2C3=O)cc1,,1,,,,,train
OCC1COC(Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,,1,,,,,train
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,,0,,,,,train
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,,1,,,,,test
O=C1CCCCCCCCCCC1,,1,,,,,train
CC(C)COC(=O)c1ccccc1O,,1,,,,,train
CP(=O)(O)O.NCCN,,0,,,,,train
C=CCNCCCNCC=C,,1,,,,,train
CCCCCCCCCCCC(C)c1ccc(S(=O)(=O)O)cc1.CCn1cc[n+](C)c1,,1,,,,,valid
CC(C)CC(=O)OCc1ccccc1,,1,,,,,train
CCCCCCCCCCCC=CCCCCC(=O)N(C)CC(C)C(C)C(C)C(C)CO.CCCCCCCCCCCCCCCCCC(=O)N(C)CC(C)C(C)C(C)C(C)CO,,1,,,,,train
CCCCCCCCCCCCCCCC(=O)N(C)C(CO)C(=O)NC(C)C(=O)NCC(=O)N(C)C1C(=O)NC(C)C(=O)NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,,1,,,,,train
C=CC1CCCCC1,,1,,,,,train
CCC1C(=O)CCC1=O,,1,,,,,test
CC(C)c1cc2ccccc2c(S(=O)(=O)O)c1C(C)C,,1,,,,,train
CCN(CCC#N)c1ccc(C)c(C=CC2=[N+](C)c3ccccc3C2(C)C)c1,,1,,,,,train
O=S(=O)(O)c1cc(O)c2c(S(=O)(=O)O)cccc2c1,,0,,,,,train
COc1cc(Br)c2c3c1OC1CC(=O)C=CC31CCNC2,,1,,,,,train
ClCCCCCCCl,,1,,,,,valid
CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,,1,,,,,train
C[Si](Cl)(Cl)CCCCl,,0,,,,,train
CCCCCCCCC=CCCCCCCCC(=O)OCCN1CCN=C1CCCCCCCC=CCCCCCCCC.CCCCCCCCC=CCCCCCCCC1=NCCN1CCO,,1,,,,,train
C=CCCCCCCCCCCCC,,1,,,,,train
CCCCOCC,,0,,,,,test
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O,,1,,,,,train
CC(=O)CC(C)(C)c1ccccc1,,1,,,,,train
COC(=O)C=C(C)C=O,,1,,,,,train
C=CC(=O)OCC1CCCO1,,1,,,,,train
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,,1,,,,,valid
CC1CCC(NCc2ccn(Cc3ccccc3)c(=O)c2O)CC1,,1,,,,,train
CCCCNC1CC(C)(C)NC(C)(C)C1,,1,,,,,train
CCC(N)(CO)CO,,0,,,,,train
O=CCCC=C1CC2CC1C1CCCC21,,1,,,,,train
CC(C)OC(=S)S,,1,,,,,test
C[Si](C)(C)N[Si](C)(C)C,,1,,,,,train
C=C(COC(C)=O)COC(C)=O,,1,,,,,train
CCOC(=O)CP(=O)(OCC)OCC,,1,,,,,train
CC(=O)Oc1ccc(C#N)cc1,,1,,,,,train
CC1CN(C2CCN(c3nc(N)n[nH]3)CC2)C(Cc2ccc(Cl)cc2)CO1,,0,,,,,valid
CC1(C)CO1,,1,,,,,train
CCCCCCCCN(C)C,,1,,,,,train
Fc1ccc(C(c2ccc(F)cc2)N2CCNCC2)cc1,,1,,,,,train
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,,0,,,,,train
N#CCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,,1,,,,,test
CNN=Nc1[nH]cnc1C(N)=O,,1,,,,,train
CP(=O)(O)O.NN=CNC(N)=O,,0,,,,,train
CC1(C)CC(NCCC#N)CC(C)(CNCCC#N)C1,,1,,,,,train
CCOP(=S)(Cl)OCC,,1,,,,,train
CCCCCCCOCC(C)CC=O,,1,,,,,valid
CCCOCc1ccc(CC(C)C)cc1,,1,,,,,train
O=C1C=CC(=O)N1C1CCCCC1,,1,,,,,train
CON=C1COc2ccccc21,,1,,,,,train
CC(C)CCC(C)C(C)O,,1,,,,,train
CCC=C(C)C(O)C(C)CC,,1,,,,,test
CC(C)(N)CO.CCCCCCCCC=CCCCCCCCC(=O)O,,1,,,,,train
COC(=O)C1C(C)=CCCC1(C)C,,1,,,,,train
CC1=CCC2CCCCC2C1N1C(=O)C2C3CC4C5(C)CCCC(C)(C(=O)O)C5CCC4(C=C3C(C)C)C2C1=O,,0,,,,,train
O=C(Nc1ccccc1)NS(=O)(=O)Nc1ccccc1,,0,,,,,train
CC(CN)CCCCCCN,,1,,,,,valid
CCCCC(CC)C(c1ccc(O)cc1)c1ccc(O)cc1,,1,,,,,train
O=C(OCC1CO1)c1ccccc1C(=O)OCC1CO1,,1,,,,,train
C=C(C)C(=O)OCC1CCC2OC2C1,,1,,,,,train
COC1(OC)CCCCCCCCCCC1,,1,,,,,train
CC(C)C(=O)OCc1ccccc1,,1,,,,,test
CC=C(C)C(=O)OCCC(C)CCC=C(C)C,,1,,,,,train
C=CC(=O)OCC(C)CC,,1,,,,,train
CC(C)=CCCC(C)=CCO,,1,,,,,train
COC(=O)CCCCCCCCC(=O)OC,,1,,,,,train
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2,,0,,,,,valid
C=C(C)C(=O)OCCN1CCOC1,,1,,,,,train
CN1CCCC1c1cccnc1,,1,,,,,train
CC(C)CCCC(C)CC=O,,1,,,,,train
COc1ccc(CC(=NN)C2=[N+](C)c3ccccc3C2(C)C)cc1,,1,,,,,train
CCCC(=O)OCCc1ccccc1,,1,,,,,test
COc1ccc(P2(=O)Oc3ccccc3-c3ccccc3O2)cc1,,1,,,,,train
CC1(C)CC(O)CC(C)(C)N1[O],,0,,,,,train
CCOC(=O)C(C)=CC(=O)OC,,1,,,,,train
[O-]n1ccccc1=S,,1,,,,,train
O=C(OOC(=O)c1ccccc1)c1ccccc1,,1,,,,,valid
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,,1,,,,,train
C=C(C)C(=O)OCCC[Si](C)(C)Cl,,1,,,,,train
COC(=O)CCS,,1,,,,,train
CN(C)CCNC(=O)CCCCC1CCSS1,,1,,,,,train
CC1(C)CC=C(CCC=O)CC1,,1,,,,,test
N#Cc1ccc(N)cc1,,1,,,,,train
CCCCCCC=CC(C)=O,,1,,,,,train
COc1cc(CC(C(C)=O)C(C)=O)ccc1O,,1,,,,,train
O=c1ccccn1O,,1,,,,,train
CCCC(C)C(c1ccc(O)cc1)C(C)C,,1,,,,,valid
C=C1CCC2CC1C2(C)C,,1,,,,,train
CC[SiH](CC)CC,,1,,,,,train
C[N+](C)(C)CCCCCC(N)C(=O)O,,1,,,,,train
C=CC1(C)CCCC(C)(C)O1,,1,,,,,train
COc1ccc(C=CCc2ccccc2)cc1,,1,,,,,test
COc1ccccc1C(=O)O,,1,,,,,train
Nc1ccc(Cl)c(S(=O)(=O)O)c1,,1,,,,,train
COc1ccc2[nH]c(=S)[nH]c2c1,,1,,,,,train
C=CCCCCCC=O,,1,,,,,train
CC(=O)OCC(C)OC(C)=O,,0,,,,,valid
COC(C)(C)C,,0,,,,,train
COCc1ccc(O)c(OC)c1,,1,,,,,train
CC1(COCC(F)(F)C(F)(F)F)COC1,,1,,,,,train
C=CC(C)CCCC(C)(C)O,,1,,,,,train
CC=CCCC=CCCC=CCCC=CCCCCC=CCCC=CC,,1,,,,,test
CCCC=CCCCC,,1,,,,,train
CN(C)c1ccc(C=O)cc1,,1,,,,,train
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,,1,,,,,train
CCOc1ccccc1O,,1,,,,,train
CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1,,1,,,,,valid
O=C(O)CCC(=O)OOC(=O)CCC(=O)O,,1,,,,,train
CC1=CCC(C(C)C)CC1,,1,,,,,train
CCCCOCCOC(=O)c1ccccc1,,1,,,,,train
CC(C)COC(=S)S,,1,,,,,train
CCCCCCCCC=CCCCCCCCCOC(=O)C(CC(=O)O)S(=O)(=O)O,,1,,,,,test
