smiles,FishAT,DMAT,AlgAT,FishCT,DMCT,AlgCT,group
C=CCCCCCCCCCCCCCCCC,1,,,,,,train
CCCCC(CC)COC(C)=O,1,,,,,,train
CS(=O)(=O)O,1,,,,,,train
C[Si](Cl)(Cl)CCC(F)(F)F,1,,,,,,test
Cc1cc(C)cc(C(=O)Cl)c1,1,,,,,,train
COc1ccc(C(=O)Nc2cccc(CNc3c(C(N)=O)cnc4c(C(N)=O)cccc34)c2)cc1,1,,,,,,train
CCCCCCC(CO)CCCC,1,,,,,,train
CCCCCCCCCCN(C)C,1,,,,,,train
CSC,0,,,,,,valid
COC(=O)c1cccc(C(=O)OC)c1,1,,,,,,train
CC=CCC,1,,,,,,train
CCCCCCC(C)C(O)CC(=O)NCC(=O)NC(C(=O)CC(CC(C)C)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)OC)C(C)C,1,,,,,,train
CC(C)(C)C1CCC(OC(=O)OOC(=O)OC2CCC(C(C)(C)C)CC2)CC1,0,,,,,,train
CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,1,,,,,,test
C=CCCCCCCCCCCCC,1,,,,,,train
CCCCCCOC1OC(CO)C(O)C(O)C1O,0,,,,,,train
CCCCCCCCC(CO)CCCCCC,1,,,,,,train
CC(=O)C(N=Nc1cc(Cl)c(-c2cc(Cl)c(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)cc2Cl)cc1Cl)C(=O)Nc1ccc(C)cc1C,0,,,,,,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,0,,,,,,valid
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,0,,,,,,train
O=C1CCCCCCCCCCC(=O)OCCO1,1,,,,,,train
CC(C)(C)CCCCCC(=O)OCC1CO1,1,,,,,,train
CC(Cc1cccc(CC(C)c2ccc(O)cc2)c1)c1ccc(O)cc1,1,,,,,,train
CC(C)CCCCCOC(=O)CCS,1,,,,,,test
CCC[N+](=O)[O-],0,,,,,,train
S=C(SN1CCOCC1)N1CCOCC1,1,,,,,,train
Clc1cccc(Cl)c1Nc1ccccc1,1,,,,,,train
COc1cc(NS(=O)(=O)c2ccc(C)cc2)c2c(c1N)C(=O)c1ccccc1C2=O,0,,,,,,train
CCCCC(CC)COC(=O)CS,1,,,,,,valid
C=CCCCCCCCCCCCCCC,1,,,,,,train
Cc1ccc(S(=O)(=O)CNC=O)cc1,0,,,,,,train
C=C(C)CC(C)(C)C,1,,,,,,train
C=CCc1cc(C(C)(C)c2ccc(O)c(CC=C)c2)ccc1O,1,,,,,,train
CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1Cl,1,,,,,,test
CC(C)CCCCCCCCCCO,1,,,,,,train
CCCCCCCCCCCCN1CCCC1=O,1,,,,,,train
C=CC(=O)OCCN=C=O,1,,,,,,train
CC(F)F,0,,,,,,train
CC(CC(=O)CC(C)C1CC(=O)C2(C)C3=C(C(=O)C(O)C12C)C1(C)CCC(O)C(C)(C)C1CC3=O)C(=O)O,1,,,,,,valid
COc1cc(C(F)(F)F)ccn1,1,,,,,,train
CCN(CC)CCCl.[H+],0,,,,,,train
CCOc1nc(F)cc(F)n1,1,,,,,,train
CCCCCCCCCCN(C)CCCCCCCCCC,1,,,,,,train
FCC(F)(F)F,0,,,,,,test
CCCCCCCCCC(C)C=O,1,,,,,,train
N#Cc1ccc(C(F)(F)F)cc1[N+](=O)[O-],1,,,,,,train
Cc1cc(C(C)(C)C)c(OP2COC3(COP(Oc4c(C(C)(C)C)cc(C)cc4C(C)(C)C)OC3)OC2)c(C(C)(C)C)c1,1,,,,,,train
CC=C(C)C,1,,,,,,train
CC(=NNC(=N)N)c1sc(-c2ccc(C#Cc3ccccc3)cc2)nc1C,1,,,,,,valid
C=CCCCCCCCCC(=O)OC,1,,,,,,train
CCCCCCCC(=O)N(CCO)CCO,1,,,,,,train
CC(C)CC(=O)CC(C)C,1,,,,,,train
O=C(OOC(=O)c1ccccc1)c1ccccc1,1,,,,,,train
CC(C)(C)S,1,,,,,,test
COC(=O)CCS,1,,,,,,train
O=Cc1ccccn1,1,,,,,,train
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1,,,,,,train
CCCCCCCCCCC(CO)CCCCCCCC,1,,,,,,train
O=C1Cc2ccccc2O1,1,,,,,,valid
Fc1cccc(C(F)(F)F)n1,1,,,,,,train
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0,,,,,,train
C=CC(=O)NCCC[N+](C)(C)C,0,,,,,,train
FC(F)(F)C(Cl)Cl,1,,,,,,train
O=C(CS)OCC(O)CO,1,,,,,,test
O=C(O)c1ccccc1SSc1ccccc1C(=O)O,1,,,,,,train
C=C(C)C1CC=C(C)C(=O)C1,1,,,,,,train
Cc1ccc(C=O)cc1C,1,,,,,,train
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0,,,,,,train
C=C(C)C(=O)OCC(C)C,1,,,,,,valid
CCCCC(C=O)CC,1,,,,,,train
CCC=CCCOC(C)=O,1,,,,,,train
O=C(OCc1cncs1)Oc1ccc([N+](=O)[O-])cc1,1,,,,,,train
CC1C(C)(C)C2=C(C3OCOCC3CC2)C1(C)C,1,,,,,,train
C=Cc1cccc(C)c1,1,,,,,,test
COc1cc(OC)nc(NC(=O)Oc2ccccc2)n1,0,,,,,,train
CCOC(=O)C1CCC(C(=O)OCC)CC1,1,,,,,,train
C=C(Br)C(F)(F)F,1,,,,,,train
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,1,,,,,,train
CCC=CCC,1,,,,,,valid
CCOc1nc(Cl)cc(Cl)n1,1,,,,,,train
C[N+]1([O-])CCOCC1,0,,,,,,train
Clc1ccc(CNC2CCCC2)cc1,1,,,,,,train
CCCCCCCCCCCCN(C)C,1,,,,,,train
CCOc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,0,,,,,,test
Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O,1,,,,,,train
CCOC(=O)C1(c2ccccc2)OC1C,1,,,,,,train
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1,,,,,,train
OCC(O)C(O)C(O)C(O)C(O)C[S+]1CC(O)C(O)C1CO,0,,,,,,train
O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CCCCCCN(CP(=O)(O)O)CP(=O)(O)O,0,,,,,,valid
CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC,1,,,,,,train
O=C(c1ccc(F)cc1)c1ccccc1F,1,,,,,,train
Cc1cccc2n[nH]nc12,1,,,,,,train
Fc1ccc(C2(c3ccccc3F)CO2)cc1,1,,,,,,train
C[N+]1(Cc2ccccc2)C=CC=CC1,1,,,,,,test
CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,1,,,,,,train
CC(=O)Nc1cc(S(=O)(=O)O)cc(N)c1O,0,,,,,,train
CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,0,,,,,,train
C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0,,,,,,train
CC(=O)O[Si](OC(C)=O)(OC(C)(C)C)OC(C)(C)C,0,,,,,,valid
CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0,,,,,,train
CCC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0,,,,,,train
CC1=CC(=O)N=S(=O)(O)O1,0,,,,,,train
CC(C)C(=O)Cl,0,,,,,,train
CC(C)c1cc(C(C)C)c(N=C=O)c(C(C)C)c1N=C=O,0,,,,,,test
O=C1OCc2ccccc21,0,,,,,,train
COc1ccc(OC)c(N)c1,0,,,,,,train
CCC=CC(C)(O)CCC=C(C)C,1,,,,,,train
CC(C)C(=O)OOC(C)(C)C,1,,,,,,train
COC(=O)CCC(=O)OC,1,,,,,,valid
CCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,0,,,,,,train
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1,,,,,,train
CCCCCCCC(=O)Cl,0,,,,,,train
CCOC(=O)C(F)C(=O)OCC,1,,,,,,train
CC(C)(C)c1ccc([I+]c2ccc(C(C)(C)C)cc2)cc1.F[P-](F)(F)(F)(F)F,1,,,,,,test
CCOC(=O)CCl,1,,,,,,train
CC1C(C)(C)C2CCc3cncnc3C2C1(C)C,1,,,,,,train
CO[Si](OC)(C1CCCC1)C1CCCC1,1,,,,,,train
CC(=O)OC(C)c1ccccc1,1,,,,,,train
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,1,,,,,,valid
CC[N+](CC)(CC)CC.O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,,,,,,train
Nc1cccc(Nc2nc(NCCO)nc(NCCCCNc3nc(NCCO)nc(Nc4cccc(N)c4)n3)n2)c1,1,,,,,,train
Cc1ccc([N+](=O)[O-])c(C)c1,1,,,,,,train
CCCCCCC(O)CO,1,,,,,,train
CCCCCCCCC=CCCCCCCCCNCCCN,1,,,,,,test
OCC1OC(OCC=Cc2ccccc2)C(O)C(O)C1O,1,,,,,,train
CC(O)CN(CC(C)O)c1nc(Nc2ccc(S(=O)(=O)O)cc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccc(S(=O)(=O)O)cc5)nc(N(CC(C)O)CC(C)O)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,1,,,,,,train
COC(=O)CCl,1,,,,,,train
C=CN1CCCCCC1=O,0,,,,,,train
COc1ccc(Cl)cc1NC(=O)CC(C)=O,1,,,,,,valid
CCCCCCCCCCCCCCCC(=O)Cl,0,,,,,,train
CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,1,,,,,,train
CCCCCCCCCCCCCCCCN,1,,,,,,train
Cc1ccccc1Oc1ccccc1C,1,,,,,,train
C[N+](C)(C)CC(O)CCl,0,,,,,,test
CN(C)CCCNCCCN(C)C,1,,,,,,train
CC(C)(C)c1cccc(C(C)(C)C)c1O,1,,,,,,train
CC1(O)CCC(C(C)(C)O)CC1,1,,,,,,train
C=CCOc1nc(OCC=C)nc(OCC=C)n1,1,,,,,,train
CN1CCN(C)CC1,1,,,,,,valid
CC(=O)CC(N)=O,0,,,,,,train
O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,1,,,,,,train
CN(C)c1ccc2nc3ccc(=O)cc-3sc2c1,1,,,,,,train
O=C(OCc1ccccc1)c1ccccc1O,1,,,,,,train
C=COCCOCCOC=C,0,,,,,,test
CN([SiH](C)C)[Si](C)(C)C,1,,,,,,train
COCCCCC(=O)c1ccc(C(F)(F)F)cc1,1,,,,,,train
CC(=O)OC1CC(C)CCC1C(C)C,1,,,,,,train
O=P(O)(O)OCC(O)CO,0,,,,,,train
O=C(OC1CCCCC1)c1ccccc1O,1,,,,,,valid
COC(=O)c1ccccc1,1,,,,,,train
[H+].[NH-]c1cn(N2CCOCC2)n[o+]1,1,,,,,,train
CC(C)CC1CC(C)CCO1,1,,,,,,train
CCCCCCCCCCCCOCCOCCOS(=O)(=O)O,1,,,,,,train
CCCCCCCCCCCCCCCCCOS(=O)(=O)O,1,,,,,,test
CCCCCCCCOCCCCCCCC,0,,,,,,train
CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,0,,,,,,train
Nc1ccc(Cl)cc1C(F)(F)F,1,,,,,,train
OCCCCO,1,,,,,,train
O=C1Nc2cccc3cccc1c23,1,,,,,,valid
CCCCCCCCCCCCCC[N+](C)(C)[O-],1,,,,,,train
CCCCCCCCCc1ccc(OCC(=O)O)cc1,1,,,,,,train
CCCCC(CC)C(=O)Cl,1,,,,,,train
CCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,1,,,,,,train
S=c1[nH]c(=S)[nH]c(=S)[nH]1,0,,,,,,test
COC1=CCC2=C(CCC3C2CCC2(C)C(O)CCC32)C1,1,,,,,,train
CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,1,,,,,,train
C=CCOC(=O)CCCCC,1,,,,,,train
C1CCCNCC1,0,,,,,,train
C=COCC(C)C,1,,,,,,valid
CC(C)(C)c1ccc(O)c(O)c1,1,,,,,,train
NCCCCCCCCCN,1,,,,,,train
CCN(CC)C(N)=S,0,,,,,,train
CCCCC(CC)CO[N+](=O)[O-],1,,,,,,train
CCCOC(=O)c1ccc(O)cc1,1,,,,,,test
Oc1ccc(C2COc3cc(O)ccc3C2)cc1,1,,,,,,train
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,1,,,,,,train
O=C(Oc1ccccc1)Oc1ccccc1,1,,,,,,train
N=C(N)NCCCC(N)C(=O)O,0,,,,,,train
Nc1ccc(Nc2ccccc2)cc1,1,,,,,,valid
COC(C)CCOC(C)=O,1,,,,,,train
CC(C)(C)CCCCCC(=O)OOC(C)(C)C,1,,,,,,train
CCOP(OCC)c1ccccc1,0,,,,,,train
O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N(CCO)CCO)n5)c(S(=O)(=O)O)c4)cc3S(=O)(=O)O)nc(N(CCO)CCO)n2)cc1,1,,,,,,train
CC(C)c1ccccc1C(C)C.OO,1,,,,,,test
CC(C=O)(CO)CO,0,,,,,,train
CC(C=O)Cc1ccc(C(C)(C)C)cc1,1,,,,,,train
CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C,1,,,,,,train
C=CC(=O)OC1CC2CCC1(C)C2(C)C,1,,,,,,train
COc1ccc(OC)c([N+](=O)[O-])c1,1,,,,,,valid
CCO[Si](CCCSC#N)(OCC)OCC,1,,,,,,train
O=C(O)CCS,1,,,,,,train
Cc1ccccc1Cc1ccccc1,1,,,,,,train
O=C(Cl)C(Cl)Cl,0,,,,,,train
CCCOC(=O)Cl,1,,,,,,test
NC(CCC(=O)CC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,0,,,,,,train
CCOC(=O)CC(NC1CCC(CC2CCC(NC(CC(=O)OCC)C(=O)OCC)C(C)C2)CC1C)C(=O)OCC,1,,,,,,train
CC(=O)OCCC(C)CCC=C(C)C,1,,,,,,train
CCCCCCCCCCCCCCCC(=O)OC,0,,,,,,train
C=CC(=O)O[Si](C(C)C)(C(C)C)C(C)C,1,,,,,,valid
O=c1[nH]c2ccccc2[nH]1,0,,,,,,train
Cc1nccn1C,1,,,,,,train
C=C(C)C(=O)O.C=C(C)C(=O)O.OCCOCCOCCO,1,,,,,,train
CCCCCCCCCCCCCCOC(=O)Cl,0,,,,,,train
CC(C)CCCCCC(=O)NCCCCCC(=O)O,0,,,,,,test
CCOC(=O)c1ccc(O)cc1,1,,,,,,train
CO[Si](CCCNCCN)(OC)OC,0,,,,,,train
CN(C)CCCN(C)CCCN(C)C,1,,,,,,train
CCC(C)OC(=O)Cl,1,,,,,,train
CCCCN(CCCC)C(=O)N(CCCC)CCCC,1,,,,,,valid
CC(CO)CCCC1CCCCC1,1,,,,,,train
C=CC(=O)NCCCN(C)C,1,,,,,,train
O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,1,,,,,,train
NC(CO)CO,0,,,,,,train
CC(C)C(=O)OCCOc1ccccc1,1,,,,,,test
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1,,,,,,train
CCO[Si](C)(CCCCl)OCC,0,,,,,,train
COC(=O)c1ccc(C(=O)OC)cc1,1,,,,,,train
C=COCCCCO,1,,,,,,train
Clc1nc2ccccc2s1,1,,,,,,valid
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,1,,,,,,train
NCC(=O)Nc1ccc(Cc2ccc(NC(=O)CN)cc2)cc1,1,,,,,,train
COC(=O)C=Cc1ccccc1,1,,,,,,train
CCCCCCCCCCCCCCCCCCN,1,,,,,,train
COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1,,,,,,test
CC(C)(C)c1ccc(OC(c2ccc(C(C)(C)C)cc2C(C)(C)C)C(CO)(CO)CO)c(C(C)(C)C)c1.OP(O)OP(O)O,1,,,,,,train
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,0,,,,,,train
C=CCS(=O)(=O)O,0,,,,,,train
NC(=O)CCN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(C=Cc3ccc(Nc4nc(Nc5ccccc5)nc(N(CCO)CCC(N)=O)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)n1,1,,,,,,train
CC1(C)CC(=O)CC(C)(C)N1,1,,,,,,valid
CC(C)CCCCCCCOCCC#N,1,,,,,,train
Clc1cc(Cl)ncn1,1,,,,,,train
O=Cc1ccncc1,1,,,,,,train
COc1cc(NS(=O)(=O)c2ccccc2)c2c(c1N)C(=O)c1ccccc1C2=O,0,,,,,,train
NC1CCCC1,0,,,,,,test
CCCCC(CC)COP(=O)(O)O,0,,,,,,train
O=C1c2cccc(Sc3ccccc3)c2C(=O)c2c(Sc3ccccc3)cccc21,0,,,,,,train
C=C(C)C#N,0,,,,,,train
COC(=O)CCCCCCCCC(=O)OC,1,,,,,,train
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,1,,,,,,valid
O=C=NCCCCCCn1c(=O)n(CCCCCCN=C=O)c(=O)n(CCCCCCN=C=O)c1=O,1,,,,,,train
C=C(C)C1CCC(C)(O)CC1.CC1=CCC(C(C)(C)O)CC1,0,,,,,,train
C=CC1CCC(C2CCC(c3ccc(C)cc3)CC2)CC1,0,,,,,,train
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,0,,,,,,train
O=C1CCCCCCCCCCCC(=O)OCCO1,1,,,,,,test
CCOCOC1CCCCCCCCCCC1,1,,,,,,train
COC(=O)C(C)(C)c1ccc(Br)cc1,1,,,,,,train
CCC(=O)Cl,0,,,,,,train
CCCCCCCCCCCC(=O)OCCCCCC,0,,,,,,train
C(OCC1CO1)C1CO1.OCCCCO,1,,,,,,valid
CC(C)(C)CCCCCC(=O)Cl,0,,,,,,train
COc1ccccc1NC(=O)c1cc2ccccc2cc1O,1,,,,,,train
CCC=CCCCCCCCCCCCCCCOCC,0,,,,,,train
CC1=CCC(C(C)C)C=C1,1,,,,,,train
S=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,1,,,,,,test
CCC1(CO)COC1,0,,,,,,train
CC(C)COP(=S)(OCC(C)C)SCC(C)C(=O)O,1,,,,,,train
Cc1ccc(Cl)cc1N,1,,,,,,train
COc1cc([N+](=O)[O-])c(OC)cc1Cl,1,,,,,,train
O=C(Cl)c1ccc(C(=O)Cl)cc1,0,,,,,,valid
NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1.O=C(O)C(O)C(O)C(O)C(O)CO.O=C(O)C(O)C(O)C(O)C(O)CO,1,,,,,,train
C=CC(=O)OCCCCOC(=O)Oc1ccc(C(=O)c2ccccc2)cc1,1,,,,,,train
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0,,,,,,train
CC[N+](=O)[O-],0,,,,,,train
CC(=O)CC(=O)Nc1ccccc1,0,,,,,,test
CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,0,,,,,,train
CC(=O)c1ccc(C)cc1,1,,,,,,train
COc1ccc(C=CC(=O)OCCC(C)C)cc1,0,,,,,,train
CCO[Si](CCCCl)(OCC)OCC,1,,,,,,train
Cc1ccc(N(CC(C)O)CC(C)O)cc1,1,,,,,,valid
CNC(=S)NN,1,,,,,,train
CC(=NO)c1ccccc1,1,,,,,,train
C=C(Cl)C(=C)Cl,1,,,,,,train
CCCCCCCCCCCCCC(=O)OC,0,,,,,,train
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,0,,,,,,test
C=C(C)C(=O)OC1CCCCC1,0,,,,,,train
CCCCCCCCCCCCCCCCCC[N+](C)(C)C,1,,,,,,train
CCCCC(CC)COC(=O)c1ccccc1O,0,,,,,,train
CS,1,,,,,,train
O=[N+]([O-])c1ccc(N=Nc2c(O)c(N=Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)cc(N=Nc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(O)c34)c2O)cc1,1,,,,,,valid
CC(C)(C)OOC(=O)C(C)(C)C,1,,,,,,train
CC(=O)OC1CCCCC1C(C)(C)C,1,,,,,,train
CCCCCCCCCCCC(=O)N(C)CC(=O)O,0,,,,,,train
CCOC(=O)C(C)Oc1ccc(O)cc1,1,,,,,,train
O=C(c1ccccc1)C1(O)CCCCC1,1,,,,,,test
COc1cc([N+](=O)[O-])ccc1N,1,,,,,,train
NN=C(N)N.O=C(O)O,0,,,,,,train
C=C(c1ccccc1)c1ccccc1,0,,,,,,train
C=CCOCC(C)(CC)C(O)O,0,,,,,,train
O=C(O)c1cc2ccccc2cc1O,1,,,,,,valid
C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,1,,,,,,train
CC(C)COC(C)(C)C,1,,,,,,train
Cc1cc(C#N)cc(C)c1O,1,,,,,,train
CC(=O)N1CCOCC1,0,,,,,,train
CC(C)Cc1cc2ccccc2c(S(=O)(=O)O)c1CC(C)C,0,,,,,,test
CN1CCCCC1,1,,,,,,train
COc1ccc(C)cc1N,1,,,,,,train
C=COCCOCCOC(=O)C=C,1,,,,,,train
CCC(=O)Nc1cccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c1,0,,,,,,train
CC=CC(=O)Oc1c(C(C)CCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,,,,,,valid
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC1CCCO1,1,,,,,,train
Cc1nc(C(F)(F)F)c(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)s1,1,,,,,,train
COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1,1,,,,,,train
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,1,,,,,,train
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2cc(I)ccc2C(=O)O)n1,1,,,,,,test
ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl,1,,,,,,train
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,1,,,,,,train
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,,,,,,train
[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21,1,,,,,,train
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,1,,,,,,valid
CCOC(=O)C(CC)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1,,,,,,train
CCNc1nc(CC)c(C(=O)NC(C#N)c2cccs2)s1,1,,,,,,train
CC=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,1,,,,,,train
NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,1,,,,,,train
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1,,,,,,test
CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,1,,,,,,train
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,1,,,,,,train
O=C(O)COc1ccc(Cl)cc1CO,1,,,,,,train
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,1,,,,,,train
CCONC(CC)=C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,1,,,,,,valid
CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,1,,,,,,train
O=C(OCc1ccccc1)c1sc(Cl)nc1C(F)(F)F,1,,,,,,train
C=CCNC(=O)c1c([Si](C)(C)C)sc(C)c1C,1,,,,,,train
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,1,,,,,,train
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,1,,,,,,test
Cc1nc(C)c(C(=O)Nc2ccccc2)s1,1,,,,,,train
CC(Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)O,1,,,,,,train
Cc1nn(C)c(O)c1C(=O)c1ccc(C(F)(F)F)cc1S(C)(=O)=O,1,,,,,,train
Cn1nc(-c2cc(OCC(=O)O)c(Cl)cc2F)c(Cl)c1OC(F)F,1,,,,,,train
Cc1cc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC2COC2)n1,0,,,,,,valid
OCC(CO)(CCl)COc1ccc2ccccc2c1,0,,,,,,train
CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,0,,,,,,train
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,1,,,,,,train
COCc1c(F)c(F)c(COC(=O)C2C(C=C(C)C#N)C2(C)C)c(F)c1F,1,,,,,,train
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1,,,,,,test
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,1,,,,,,train
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,1,,,,,,train
CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,,,,,,train
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1,,,,,,train
CCC(Nc1ncnc(C)c1Cl)c1ccc(OC(F)F)cc1,1,,,,,,valid
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,1,,,,,,train
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,1,,,,,,train
CN(C)C1CSSSC1,1,,,,,,train
CC(C)OC(=O)c1cc(-c2nn(C)c(C(F)(F)F)c2Br)c(F)cc1Cl,1,,,,,,train
O=Nc1ccc(NNC(=O)c2ccccc2)cc1,1,,,,,,test
O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)sc2ccccc12,1,,,,,,train
O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,1,,,,,,train
Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1,1,,,,,,train
CCCCCCCCc1c(CC)nc2ncnn2c1N,1,,,,,,train
CCCCCCCCc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1,,,,,,valid
O=C(O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,1,,,,,,train
CCOC(=O)c1nc(C(Cl)(Cl)Cl)n(-c2ccc(Cl)cc2Cl)n1,1,,,,,,train
